Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Liabilities,Year
Sudhakar Tukaram Shrangare,LATUR,BJP,0,10th Pass,286478302,100250602,2019
Sudarshan Bhagat,LOHARDAGA,BJP,0,Graduate,12947303,525000,2019
Rajnath Singh,LUCKNOW,BJP,0,Post Graduate,51492709,0,2019
Ravneet Singh Bittu,LUDHIANA,INC, 3 ,12th Pass,54281096,3331266,2019
Bholanath (B.P. Saroj),MACHHLISHAHR,BJP,0,Graduate,259027394,11194163,2019
Balashowry Vallabhaneni,MACHILIPATNAM,YSRCP, 2 ,Post Graduate,990575840,746310844,2019
Ranjeetsinha Hindurao Naik Nimbalkar,MADHA,BJP, 2 ,12th Pass,1275160578,896315287,2019
Dinesh Chandra Yadav,MADHEPURA,JD(U), 1 ,Graduate Professional,37420953,700000,2019
Ashok Kumar Yadav,MADHUBANI,BJP, 1 ,Doctorate,46699125,7892847,2019
Venkatesan S,MADURAI,CPI(M),0,12th Pass,1811456,0,2019
Kavitha Malothu,MAHABUBABAD,TRS, 1 ,Graduate,19731269,1252068,2019
Janardan Singh Sigriwal,MAHARAJGANJ,BJP, 5 ,Graduate,10451986,376000,2019
Pankaj Choudhary,MAHARAJGANJ,BJP, 5 ,12th Pass,371827109,4483048,2019
Chunni Lal Sahu,MAHASAMUND,BJP,0,Graduate,17591683,1383014,2019
Manne Srinivas Reddy,MAHBUBNAGAR,TRS,0,12th Pass,63353123,4569251,2019
Shardaben Anilbhai Patel,MAHESANA,BJP,0,12th Pass,440308300,7477793,2019
Mulayam Singh Yadav,MAINPURI,SP, 1 ,Post Graduate,205604593,22055657,2019
Kunhalikutty,MALAPPURAM,IUML, 2 ,Graduate,52932535,0,2019
Abu Hasem Khan Chowdhury,MALDAHA DAKSHIN,INC,0,Doctorate,270959520,728107,2019
Khagen Murmu,MALDAHA UTTAR,BJP, 4 ,Graduate,10232439,1070914,2019
Anumula Revanth Reddy,MALKAJGIRI,INC, 42 ,Graduate,245357182,27807304,2019
Ram Swaroop Sharma,MANDI,BJP,0,10th Pass,15724337,783963,2019
Faggan Singh Kulaste,MANDLA,BJP,0,Post Graduate,26702373,1000075,2019
Sudheer Gupta,MANDSOUR,BJP, 1 ,Post Graduate,90908944,799283,2019
Sumalatha Ambareesh,MANDYA,IND,0,10th Pass,234154139,14232295,2019
Shri Dilip Saikia,MANGALDOI,BJP,0,Graduate,6206286,0,2019
Hema Malini Dharmendra Deol,MATHURA,BJP,0,Doctorate,2508270292,131288062,2019
Choudhury Mohan Jatua,MATHURAPUR,AITC,0,Post Graduate,10667304,0,2019
Shrirang Chandu Barne,MAVAL,SHS, 3 ,8th Pass,1023310134,416612,2019
Kodikunnil Suresh,MAVELIKKARA,INC, 1 ,Graduate Professional,12965129,982819,2019
Ramalingam S,MAYILADUTHURAI,DMK,0,Graduate,13355095,215000,2019
Bishweswar Tudu,MAYURBHANJ,BJP, 1 ,10th Pass,2742000,400000,2019
Kotha Prabhakar Reddy,MEDAK,TRS,0,Graduate,1266581773,268266203,2019
Dilip Kumar Ghosh,MEDINIPUR,BJP, 14 ,10th Pass,4536462,0,2019
Rajendra Agarwal,MEERUT,BJP, 3 ,Post Graduate,13489377,1990094,2019
Anupriya Singh Patel,MIRZAPUR,Apna Dal (Soneylal), 2 ,Post Graduate,26900662,1805603,2019
Ashok Kumar,MISRIKH,BJP,0,Post Graduate,48771207,5735470,2019
C Lalrosanga,MIZORAM,MNF,0,Graduate,131201374,0,2019
Kaushal Kishore,MOHANLALGANJ,BJP, 1 ,Graduate,55530561,0,2019
Dr. S T Hasan,MORADABAD,SP,0,Post Graduate,55795546,500000,2019
Narendra Singh Tomar,MORENA,BJP, 1 ,Graduate,23062224,6689767,2019
Gopal Chinnaya Shetty,MUMBAI NORTH,BJP, 9 ,5th Pass,157535232,21136135,2019
Poonam Vajendla Rao,MUMBAI NORTH CENTRAL,BJP, 2 ,Others,22242513,0,2019
Manoj Kishorbhai Kotak,MUMBAI NORTH EAST,BJP, 2 ,10th Pass,54661944,2048000,2019
Gajanan Chandrakant Kirtikar,MUMBAI NORTH WEST,SHS,0,Graduate,105392000,4032000,2019
Arvind Sawant,MUMBAI SOUTH,SHS, 1 ,Graduate,27181577,0,2019
Rahul Ramesh Shewale,MUMBAI SOUTH CENTRAL,SHS,0,Others,18881363,7778954,2019
Rajiv Ranjan Singh,MUNGER,JD(U), 1 ,Graduate,88324866,7534918,2019
Abu Taher Khan,MURSHIDABAD,AITC, 3 ,8th Pass,8926616,1350000,2019
Sanjeev Kumar Balyan,MUZAFFARNAGAR,BJP, 1 ,Doctorate,15781189,2373645,2019
Ajay Nishad,MUZAFFARPUR,BJP, 1 ,Graduate,298867486,15714320,2019
Prathap Simha,MYSORE,BJP, 3 ,Post Graduate,18723762,6586698,2019
Ramesh Chandra Majhi,NABARANGPUR,BJD,0,Graduate,8100600,771000,2019
Tokheho Yepthomi,NAGALAND,Nationalist Democratic Progressive Party,0,Graduate,128117474,18600000,2019
Selvaraj M,NAGAPATTINAM,CPI,0,12th Pass,4572837,1251381,2019
Pothuganti Ramulu,NAGARKURNOOL,TRS,0,Graduate,10778684,0,2019
Hanuman Beniwal,NAGAUR,Rashtriya Loktantrik Party,0,Graduate Professional,4218568,0,2019
Girish Chandra,NAGINA,BSP, 1 ,12th Pass,28659644,9062600,2019
Nitin Jairam Gadkari,NAGPUR,BJP, 4 ,Graduate Professional,187916075,40729055,2019
Ajay Bhatt,NAINITAL-UDHAMSINGH NAGAR,BJP,0,Graduate Professional,19699529,0,2019
Kaushlendra Kumar,NALANDA,JD(U),0,12th Pass,29251651,2712389,2019
Nalamada Uttam Kumar Reddy,NALGONDA,INC, 4 ,Graduate,31501349,1200000,2019
Chinraj A.K.P,NAMAKKAL,DMK,0,Graduate,485205173,18642484,2019
Chikhalikar Pratap Govindrao,NANDED,BJP,0,12th Pass,52178606,594000,2019
Heena Vijaykumar Gavit,NANDURBAR,BJP,0,Post Graduate,271634532,15291251,2019
Pocha Brahmananda Reddy,NANDYAL,YSRCP, 1 ,Post Graduate,585932911,177035582,2019
Lavu Sri Krishna Devarayalu,NARASARAOPET,YSRCP,0,Graduate Professional,177710073,10142413,2019
Kanumuru Raghu Rama Krishna Raju,NARSAPURAM,YSRCP, 3 ,Post Graduate,3259405378,1014467354,2019
Hemant Tukaram Godse,NASHIK,SHS, 1 ,Others,146869996,41083126,2019
Patil Chandrakant,NAVSARI,BJP, 1 ,10th Pass,446044269,56846658,2019
Chandan Singh,NAWADA,LJP, 2 ,Graduate,176720167,4722200,2019
Pradyut Bordoloi,NAWGONG,INC,0,Post Graduate,74143272,4011152,2019
Adala Prabhakara Reddy,NELLORE,YSRCP,0,12th Pass,2211663364,152281255,2019
Meenakashi Lekhi,NEW DELHI,BJP,0,Graduate Professional,361441689,7938378,2019
A. Raja,NILGIRIS,DMK, 6 ,Graduate Professional,49591024,1424914,2019
Dharmapuri Arvind,NIZAMABAD,BJP, 1 ,Post Graduate,876930468,337580746,2019
Manoj Tiwari,NORTH EAST DELHI,BJP, 3 ,Post Graduate,242817031,13618755,2019
Shripad Yesso Naik,NORTH GOA,BJP,0,Graduate,65795623,1491387,2019
Hans Raj Hans,NORTH WEST DELHI,BJP,0,10th Pass,130937732,47897494,2019
Magunta Sreenivasulu Reddy,ONGOLE,YSRCP,0,Graduate,266583686,91302133,2019
Omprakash Bhupalsinh Alias Pavan Rajenimbalkar,OSMANABAD,SHS, 4 ,12th Pass,50299295,10045858,2019
Lorho S. Pfoze,OUTER MANIPUR,NPF,0,Graduate Professional,13709352,0,2019
V K Sreekandan,PALAKKAD,INC, 7 ,Graduate,6356399,2709000,2019
Vishnu Dayal Ram,PALAMU,BJP,0,Graduate,32273873,90922,2019
Gavit Rajendra Dhedya,PALGHAR,SHS,0,Graduate,87616920,30223375,2019
P. P. Chaudhary,PALI,BJP,0,Graduate Professional,385111923,7278041,2019
Ratansinh Rathod,PANCHMAHAL,BJP,0,Graduate Professional,10260663,1081611,2019
Jadhav Sanjay (Bandu) Haribhau,PARBHANI,SHS, 6 ,10th Pass,41040011,4519583,2019
Dr. Sanjay Jaiswal,PASCHIM CHAMPARAN,BJP, 5 ,Post Graduate,199404885,67370030,2019
Ram Kripal Yadav,PATALIPUTRA,BJP,0,Graduate,29213467,1717310,2019
Dabhi Bharatsinhji Shankarji,PATAN,BJP,0,Graduate,47373221,5613860,2019
Anto Antony,PATHANAMTHITTA,INC, 1 ,Graduate,6075876,7723227,2019
Preneet Kaur,PATIALA,INC,0,Graduate,635973757,42453369,2019
Ravi Shankar Prasad,PATNA SAHIB,BJP,0,Post Graduate,235275591,0,2019
Venkatesh Netha Borlakunta,PEDDAPALLE,TRS,0,Doctorate,16597300,0,2019
Paarivendhar T R,PERAMBALUR,DMK, 2 ,Post Graduate,972730368,65935070,2019
Keshari Devi Patel,PHULPUR,BJP, 2 ,Post Graduate,172707104,6505194,2019
Feroze Varun Gandhi,PILIBHIT,BJP,0,Post Graduate,603200539,28952800,2019
K Shanmugasundaram,POLLACHI,DMK,0,Graduate Professional,133109284,13360639,2019
E T Mohammed Basheer,PONNANI,IUML,0,10th Pass,8103274,0,2019
Rameshbhai Dhaduk,PORBANDAR,BJP,0,10th Pass,357564783,217944697,2019
Sangam Lal Gupta,PRATAPGARH,BJP, 2 ,8th Pass,248789514,8895225,2019
V. Vaithilingam,PUDUCHERRY,INC,0,Graduate,108015548,520989,2019
Girish Bhalchandra Bapat,PUNE,BJP, 1 ,Graduate,57959302,1793891,2019
Pinaki Misra,PURI,BJD,0,Graduate Professional,1174701344,21932742,2019
Santosh Kumar,PURNIA,JD(U), 1 ,12th Pass,41036294,2500000,2019
Jyotirmay Singh Mahato,PURULIA,BJP, 2 ,Graduate Professional,2250540,456100,2019
Radha Mohan Singh,PURVI CHAMPARAN,BJP, 1 ,Graduate,33791375,1146627,2019
Sonia Gandhi,RAE BARELI,INC, 1 ,Others,118263916,0,2019
Raja Amareshwara Naik,RAICHUR,BJP,0,Graduate Professional,30638375,678532,2019
Tatkare Sunil Dattatray,RAIGAD,NCP,0,Others,127487277,3221073,2019
Debasree Chaudhuri,RAIGANJ,BJP, 2 ,Post Graduate,6139123,823416,2019
Gomati,RAIGARH,BJP,0,12th Pass,7043539,0,2019
Sunil Kumar Soni,RAIPUR,BJP,0,Graduate,46068126,2482214,2019
Margani Bharat Ram,RAJAHMUNDRY,YSRCP, 2 ,Graduate,458205360,17814757,2019
P.V.Midhun Reddy,RAJAMPET,YSRCP, 3 ,Post Graduate,665085701,205473477,2019
Rodmal Nagar,RAJGARH,BJP,0,Graduate,40198295,3921362,2019
Kundaria Mohanbhai,RAJKOT,BJP,0,8th Pass,68818120,16566856,2019
Vijay Kumar Hansdak,RAJMAHAL,JMM,0,10th Pass,12919555,2743560,2019
Santosh Pandey,RAJNANDGAON,BJP,0,Graduate Professional,24861970,1519820,2019
Diya Kumari,RAJSAMAND,BJP,0,Others,165984623,0,2019
K. Navaskani,RAMANATHAPURAM,IUML, 1 ,12th Pass,364738171,47008615,2019
Mohammad Azam Khan,RAMPUR,SP, 10 ,Graduate Professional,46124814,0,2019
Krupal Balaji Tumane,RAMTEK,SHS,0,Graduate,95603165,4228793,2019
Jagannath Sarkar,RANAGHAT,BJP, 1 ,Graduate Professional,17622476,0,2019
Sanjay Seth,RANCHI,BJP,0,Graduate Professional,14044267,100000,2019
Guman Singh Damor	,RATLAM,BJP,0,Graduate Professional,42072262,4890940,2019
Vinayak Bhaurao Raut,RATNAGIRI SINDHUDURG,SHS, 3 ,Post Graduate,50660534,2830000,2019
Khadse Raksha Nikhil,RAVER,BJP,0,Graduate,172713734,0,2019
Janardan Prasad Mishra,REWA,BJP,0,Graduate Professional,20359750,580627,2019
Pakauri Lal,ROBERTSGANJ,Apna Dal (Soneylal),0,Literate,23048078,684133,2019
Arvind Kumar Sharma,ROHTAK,BJP,0,Post Graduate,41079284,16778090,2019
Rathod Dipsinh Shankarsinh,SABARKANTHA,BJP,0,8th Pass,23997443,0,2019
Rajbahadur Singh,SAGAR,BJP, 1 ,Post Graduate,16416828,547428,2019
Haji Fazlur Rehman,SAHARANPUR,BSP,0,Graduate,46146135,60000,2019
Parthiban.S.R,SALEM,DMK, 4 ,Graduate Professional,60045532,4039841,2019
Ravinder,SALEMPUR,BJP,0,12th Pass,27031724,249400,2019
Ramchandra Paswan,SAMASTIPUR,LJP, 5 ,10th Pass,17375975,999057,2019
Nitesh Ganga Deb,SAMBALPUR,BJP, 1 ,12th Pass,269543587,10337195,2019
Dr. Shafiqur Rehman Barq,SAMBHAL,SP,0,Graduate,13296671,0,2019
Sanjaykaka Patil,SANGLI,BJP, 1 ,10th Pass,191192187,23345328,2019
Bhagwant Mann,SANGRUR,AAP,0,12th Pass,16427274,0,2019
Praveen Kumar Nishad,SANT KABIR NAGAR,BJP,0,Graduate Professional,4300614,2326248,2019
Rajiv Pratap Rudy,SARAN,BJP,0,Post Graduate,80740349,0,2019
Chhedi Paswan,SASARAM,BJP, 4 ,Post Graduate,37786578,2214842,2019
Bhonsle Shrimant Chhatrapati Udayanraje Pratapasinh Maharaj,SATARA,NCP, 8 ,12th Pass,1996813173,12340338,2019
Ganesh Singh,SATNA,BJP, 2 ,Post Graduate,41719076,0,2019
Gangapuram Kishan Reddy,SECUNDERABAD,BJP,0,Others,81430778,4500000,2019
Himadri Singh,SHAHDOL,BJP,0,Graduate,36564408,1736289,2019
Arun Kumar Sagar,SHAHJAHANPUR,BJP, 1 ,12th Pass,43448049,1179697,2019
Rama Devi,SHEOHAR,BJP, 1 ,Graduate Professional,328364940,0,2019
Vincent H. Pala,SHILLONG,INC,0,Graduate Professional,549515421,0,2019
Suresh Kumar Kashyap,SHIMLA,BJP,0,Post Graduate,15705738,7873806,2019
B.Y.Raghavendra,SHIMOGA,BJP, 2 ,Graduate Professional,674093851,14150647,2019
Sadashiv Kisan Lokhande,SHIRDI,SHS, 1 ,10th Pass,113710526,205100,2019
Amol Ramsing Kolhe,SHIRUR,NCP,0,Graduate Professional,43351521,1488116,2019
Ram Shiromani,SHRAWASTI,BSP,0,Graduate Professional,19108216,350000,2019
Riti Pathak,SIDHI,BJP,0,Post Graduate,51541791,505922,2019
Sumedhanand Saraswati,SIKAR,BJP,0,Post Graduate,2827638,2719583,2019
Indra Hang Subba,SIKKIM,Sikkim Krantikari Morcha,0,Post Graduate,478817,0,2019
Rajdeep Roy,SILCHAR,BJP,0,Post Graduate,29901767,6976701,2019
Geeta Kora,SINGHBHUM,INC, 1 ,Post Graduate,25249018,1928508,2019
Sunita Duggal,SIRSA,BJP,0,Post Graduate,42596349,2500000,2019
Sunil Kumar,SITAMARHI,JD(U), 6 ,Graduate,60717031,10277790,2019
Rajesh Verma,SITAPUR,BJP, 1 ,Post Graduate,73129716,108148,2019
Karti P Chidambaram,SIVAGANGA,INC, 8 ,Graduate Professional,793729024,174081116,2019
Kavita Singh,SIWAN,JD(U), 4 ,Post Graduate,19325264,412511,2019
Shri. Sha. Bra. Dr. Jay Siddeshwar Shivachrya Mahaswamiji,SOLAPUR,BJP,0,Graduate,27870079,0,2019
Ramesh Chander Kaushik,SONIPAT,BJP,0,Graduate Professional,235859266,0,2019
Ramesh Bidhuri,SOUTH DELHI,BJP, 2 ,Graduate Professional,180052708,2038454,2019
Cosme Francisco Caitano Sardinha,SOUTH GOA,INC,0,Graduate Professional,79402232,0,2019
Kalyan Banerjee,SREERAMPUR,AITC,0,Graduate Professional,175968902,5522403,2019
Rammohannaidu Kinjarapu,SRIKAKULAM,TDP, 1 ,Post Graduate,122791042,12000000,2019
Farooq Abdullah,SRINAGAR,Jammu & Kashmir National Conference, 1 ,Graduate Professional,121904435,0,2019
Baalu.T.R.,SRIPERUMBUDUR,DMK,0,Graduate,208806446,0,2019
Maneka Sanjay Gandhi,SULTANPUR,BJP,0,12th Pass,556926451,11935800,2019
Jual Oram,SUNDARGARH,BJP, 2 ,Others,74185014,12743330,2019
Dileshwar Kamait,SUPAUL,JD(U), 2 ,Graduate,23441606,0,2019
Jardosh Darshnaben Vikrambhai,SURAT,BJP,0,Graduate,23872876,0,2019
Mahendrabhai Munjpara,SURENDRANAGAR,BJP,0,Post Graduate,79084513,14822528,2019
Renuka Singh Saruta,SURGUJA,BJP,0,12th Pass,27682493,3251275,2019
Dibyendu Adhikari,TAMLUK,AITC, 1 ,Graduate,37687867,8397501,2019
Mala Rajya Laxmi Shah,TEHRI GARHWAL,BJP,0,12th Pass,1846640100,1350000000,2019
Dhanush M Kumar,TENKASI,DMK, 1 ,Post Graduate,51360700,2896862,2019
Pallab Lochan Das,TEZPUR,BJP,0,Graduate,14445139,0,2019
Rajan Baburao Vichare,THANE,SHS, 9 ,12th Pass,181441465,54080733,2019
Palanimanickam.S.S,THANJAVUR,DMK,0,Graduate Professional,42452076,2368600,2019
P. Raveendranath Kumar,THENI,AIADMK,0,Post Graduate,65803231,32734079,2019
Shashi Tharoor,THIRUVANANTHAPURAM,INC, 2 ,Doctorate,350022585,0,2019
Kanimozhi Karunanidhi,THOOTHUKKUDI,DMK, 6 ,Graduate Professional,303373130,19290928,2019
T. N. Prathapan,THRISSUR,INC, 7 ,12th Pass,8609349,2978120,2019
Virendra Kumar,TIKAMGARH,BJP,0,Doctorate,21503766,1974216,2019
Thirunavukkarasar. Su,TIRUCHIRAPPALLI,INC,0,Post Graduate,32182184,40208,2019
Gnanathiraviam S,TIRUNELVELI,DMK, 4 ,10th Pass,232759237,46149049,2019
Balli Durgaprasad Rao,TIRUPATI,YSRCP,0,Graduate Professional,17426921,0,2019
Subbarayan.K,TIRUPPUR,CPI,0,10th Pass,8035576,500000,2019
Dr.K.Jayakumar,TIRUVALLUR,INC,0,Doctorate,24583769,0,2019
Annadurai C N,TIRUVANNAMALAI,DMK,0,Graduate,134897466,32243604,2019
Sukhbir Singh Jaunapuria,TONK SAWAI MADHOPUR,BJP,0,12th Pass,1233802420,0,2019
Rebati Tripura,TRIPURA EAST,BJP,0,Post Graduate,1948315,0,2019
Pratima Bhoumik,TRIPURA WEST,BJP,0,Graduate,642398,0,2019
G S Basavaraj,TUMKUR,BJP,0,Graduate Professional,510779150,113844867,2019
Agatha K. Sangma,TURA,NPP,0,Post Graduate,29406813,0,2019
Arjunlal Meena,UDAIPUR,BJP,0,Post Graduate,48196946,15602872,2019
Dr. Jitendra Singh,UDHAMPUR,BJP,0,Post Graduate,70827203,0,2019
Shobha Karandlaje,UDUPI CHIKMAGALUR,BJP, 3 ,Post Graduate,104872668,49936840,2019
Nityanand Rai,UJIARPUR,BJP, 3 ,Graduate,187007570,357561,2019
Anil Firojiya,UJJAIN,BJP,0,12th Pass,26417937,3203766,2019
Sajda Ahmed,ULUBERIA,AITC,0,Graduate,28351569,5322615,2019
Swami Sachchidanand Hari Sakshi,UNNAO,BJP, 4 ,Doctorate,40886941,699025,2019
Anantkumar Hegde,UTTARA KANNADA,BJP, 4 ,12th Pass,84755455,41016655,2019
K. Muraleedharan,VADAKARA,INC, 3 ,Graduate,114379340,0,2019
Ranjanben Bhatt,VADODARA,BJP,0,12th Pass,29426428,0,2019
Veena Devi,VAISHALI,LJP, 2 ,10th Pass,337284632,112089220,2019
Baidyanath Prasad Mahto,VALMIKI NAGAR,JD(U), 4 ,10th Pass,17934888,2915945,2019
Dr.K.C.Patel,VALSAD,BJP,0,Graduate Professional,68239480,0,2019
Narendra Modi,VARANASI,BJP,0,Post Graduate,25136119,0,2019
D.M. Kathir Anand,VELLORE,DMK, 2 ,Post Graduate,587579451,3307588,2019
Ramakant Bhargava,VIDISHA,BJP,0,12th Pass,30032282,3332012,2019
Srinivas Kesineni,VIJAYAWADA,TDP,0,10th Pass,808152415,512332955,2019
Ravikumar D,VILUPPURAM,DMK,0,Doctorate,6509860,1369031,2019
"Manickam Tagore, B.",VIRUDHUNAGAR,INC, 1 ,Graduate Professional,49705799,3600203,2019
M V V Satyanarayana,VISAKHAPATNAM,YSRCP, 1 ,10th Pass,2023905124,160030959,2019
Bellana Chandra Sekhar,VIZIANAGARAM,YSRCP, 4 ,Graduate Professional,21035766,11130148,2019
Dayakar Pasnori,WARANGAL,TRS,0,Graduate,24889712,1428227,2019
Ramdas Chandrabhanji Tadas,WARDHA,BJP,0,10th Pass,65807822,8961387,2019
Rahul Gandhi,WAYANAD,INC, 5 ,Post Graduate,158877063,7201904,2019
Parvesh Sahib Singh,WEST DELHI,BJP,0,Post Graduate,155195014,40097329,2019
Bhavana Pundlikrao Gawali,YAVATMAL WASHIM,SHS, 3 ,Graduate,96873189,7396250,2019
B.B.Patil,ZAHIRABAD,TRS, 18 ,Graduate,1287851556,11535000,2019
